threshod,precision,recall,TP_num_sum,P_num_sum
0.0,0.7241380261593013,0.9999995238097505,21,29
0.005555555555555556,0.7241380261593013,0.9999995238097505,21,29
0.011111111111111112,0.7241380261593013,0.9999995238097505,21,29
0.016666666666666666,0.7241380261593013,0.9999995238097505,21,29
0.022222222222222223,0.7241380261593013,0.9999995238097505,21,29
0.02777777777777778,0.7241380261593013,0.9999995238097505,21,29
0.03333333333333333,0.7241380261593013,0.9999995238097505,21,29
0.03888888888888889,0.7241380261593013,0.9999995238097505,21,29
0.044444444444444446,0.7142858163264941,0.9523804988664292,20,28
0.05,0.7142858163264941,0.9523804988664292,20,28
0.05555555555555556,0.703703813443032,0.9047614739231077,19,27
0.061111111111111116,0.692307810650842,0.8571424489797862,18,26
0.06666666666666667,0.6666668055554977,0.7619043990931433,16,24
0.07222222222222223,0.652174064272146,0.7142853741498219,15,23
0.07777777777777778,0.652174064272146,0.7142853741498219,15,23
0.08333333333333334,0.652174064272146,0.7142853741498219,15,23
0.08888888888888889,0.652174064272146,0.7142853741498219,15,23
0.09444444444444444,0.652174064272146,0.7142853741498219,15,23
0.1,0.6363638016528175,0.6666663492065004,14,22
0.10555555555555556,0.6363638016528175,0.6666663492065004,14,22
0.11111111111111112,0.6666668253967498,0.6666663492065004,14,21
0.11666666666666667,0.6666668253967498,0.6666663492065004,14,21
0.12222222222222223,0.6666668253967498,0.6666663492065004,14,21
0.1277777777777778,0.6666668253967498,0.6666663492065004,14,21
0.13333333333333333,0.6666668253967498,0.6666663492065004,14,21
0.1388888888888889,0.700000149999925,0.6666663492065004,14,20
0.14444444444444446,0.700000149999925,0.6666663492065004,14,20
0.15,0.700000149999925,0.6666663492065004,14,20
0.15555555555555556,0.700000149999925,0.6666663492065004,14,20
0.16111111111111112,0.700000149999925,0.6666663492065004,14,20
0.16666666666666669,0.700000149999925,0.6666663492065004,14,20
0.17222222222222222,0.700000149999925,0.6666663492065004,14,20
0.17777777777777778,0.700000149999925,0.6666663492065004,14,20
0.18333333333333335,0.700000149999925,0.6666663492065004,14,20
0.18888888888888888,0.700000149999925,0.6666663492065004,14,20
0.19444444444444445,0.700000149999925,0.6666663492065004,14,20
0.2,0.6842106925206881,0.619047324263179,13,19
0.20555555555555557,0.6842106925206881,0.619047324263179,13,19
0.2111111111111111,0.6842106925206881,0.619047324263179,13,19
0.21666666666666667,0.6842106925206881,0.619047324263179,13,19
0.22222222222222224,0.6842106925206881,0.619047324263179,13,19
0.22777777777777777,0.6842106925206881,0.619047324263179,13,19
0.23333333333333334,0.6842106925206881,0.619047324263179,13,19
0.2388888888888889,0.6842106925206881,0.619047324263179,13,19
0.24444444444444446,0.6842106925206881,0.619047324263179,13,19
0.25,0.6842106925206881,0.619047324263179,13,19
0.2555555555555556,0.6842106925206881,0.619047324263179,13,19
0.2611111111111111,0.6842106925206881,0.619047324263179,13,19
0.26666666666666666,0.6470590311417463,0.523809274376536,11,17
0.27222222222222225,0.6250002343748535,0.4761902494332146,10,16
0.2777777777777778,0.6000002666664889,0.4285712244898931,9,15
0.2833333333333333,0.6000002666664889,0.4285712244898931,9,15
0.2888888888888889,0.5714288775508017,0.38095219954657167,8,14
0.29444444444444445,0.5714288775508017,0.38095219954657167,8,14
0.3,0.5714288775508017,0.38095219954657167,8,14
0.3055555555555556,0.5714288775508017,0.38095219954657167,8,14
0.3111111111111111,0.5714288775508017,0.38095219954657167,8,14
0.31666666666666665,0.5714288775508017,0.38095219954657167,8,14
0.32222222222222224,0.5714288775508017,0.38095219954657167,8,14
0.3277777777777778,0.5714288775508017,0.38095219954657167,8,14
0.33333333333333337,0.5714288775508017,0.38095219954657167,8,14
0.3388888888888889,0.5714288775508017,0.38095219954657167,8,14
0.34444444444444444,0.5714288775508017,0.38095219954657167,8,14
0.35000000000000003,0.5000004166663194,0.28571414965992875,6,12
0.35555555555555557,0.5000004166663194,0.28571414965992875,6,12
0.3611111111111111,0.5000004166663194,0.28571414965992875,6,12
0.3666666666666667,0.5000004166663194,0.28571414965992875,6,12
0.37222222222222223,0.5000004166663194,0.28571414965992875,6,12
0.37777777777777777,0.5000004166663194,0.28571414965992875,6,12
0.38333333333333336,0.5000004166663194,0.28571414965992875,6,12
0.3888888888888889,0.5000004166663194,0.28571414965992875,6,12
0.3944444444444445,0.5000004999995,0.2380951247166073,5,10
0.4,0.5000004999995,0.2380951247166073,5,10
0.40555555555555556,0.5000004999995,0.2380951247166073,5,10
0.41111111111111115,0.5000004999995,0.2380951247166073,5,10
0.4166666666666667,0.5000004999995,0.2380951247166073,5,10
0.4222222222222222,0.5000004999995,0.2380951247166073,5,10
0.4277777777777778,0.5000004999995,0.2380951247166073,5,10
0.43333333333333335,0.5000004999995,0.2380951247166073,5,10
0.4388888888888889,0.5000004999995,0.2380951247166073,5,10
0.4444444444444445,0.5000004999995,0.2380951247166073,5,10
0.45,0.5000004999995,0.2380951247166073,5,10
0.45555555555555555,0.5000004999995,0.2380951247166073,5,10
0.46111111111111114,0.5000004999995,0.2380951247166073,5,10
0.4666666666666667,0.5000004999995,0.2380951247166073,5,10
0.47222222222222227,0.5000004999995,0.2380951247166073,5,10
0.4777777777777778,0.5000004999995,0.2380951247166073,5,10
0.48333333333333334,0.5000004999995,0.2380951247166073,5,10
0.48888888888888893,0.5000004999995,0.2380951247166073,5,10
0.49444444444444446,0.5000004999995,0.2380951247166073,5,10
0.5,0.5000004999995,0.2380951247166073,5,10
0.5055555555555555,0.5000004999995,0.2380951247166073,5,10
