threshod,precision,recall,TP_num_sum,P_num_sum
0.0,0.01967216328943727,0.009803921408432658,6,305
0.005555555555555556,0.01967216328943727,0.009803921408432658,6,305
0.011111111111111112,0.01967216328943727,0.009803921408432658,6,305
0.016666666666666666,0.01967216328943727,0.009803921408432658,6,305
0.022222222222222223,0.01967216328943727,0.009803921408432658,6,305
0.02777777777777778,0.01967216328943727,0.009803921408432658,6,305
0.03333333333333333,0.01967216328943727,0.009803921408432658,6,305
0.03888888888888889,0.019736874350760714,0.009803921408432658,6,304
0.044444444444444446,0.019802012547788364,0.009803921408432658,6,303
0.05,0.019802012547788364,0.009803921408432658,6,303
0.05555555555555556,0.019867582123589998,0.009803921408432658,6,302
0.061111111111111116,0.020000032666665578,0.009803921408432658,6,300
0.06666666666666667,0.02027030336924651,0.009803921408432658,6,296
0.07222222222222223,0.02040819658475522,0.009803921408432658,6,294
0.07777777777777778,0.020547978748356892,0.009803921408432658,6,292
0.08333333333333334,0.020761279558433234,0.009803921408432658,6,289
0.08888888888888889,0.021052665927976635,0.009803921408432658,6,285
0.09444444444444444,0.021352347994578365,0.009803921408432658,6,281
0.1,0.021428606377549772,0.009803921408432658,6,280
0.10555555555555556,0.022140257485599356,0.009803921408432658,6,271
0.11111111111111112,0.02230486905929855,0.009803921408432658,6,269
0.11666666666666667,0.022471946723897126,0.009803921408432658,6,267
0.12222222222222223,0.022813725368299415,0.009803921408432658,6,263
0.1277777777777778,0.022813725368299415,0.009803921408432658,6,263
0.13333333333333333,0.023166060881619273,0.009803921408432658,6,259
0.1388888888888889,0.023715453608084837,0.009803921408432658,6,253
0.14444444444444446,0.023904421358389584,0.009803921408432658,6,251
0.15,0.024096424735083343,0.009803921408432658,6,249
0.15555555555555556,0.024291537478075404,0.009803921408432658,6,247
0.16111111111111112,0.020833374131942743,0.008169934507027214,5,240
0.16666666666666669,0.021367563189420374,0.008169934507027214,5,234
0.17222222222222222,0.021551766312423865,0.008169934507027214,5,232
0.17777777777777778,0.021929867459216337,0.008169934507027214,5,228
0.18333333333333335,0.02252256655303754,0.008169934507027214,5,222
0.18888888888888888,0.022831094847895212,0.008169934507027214,5,219
0.19444444444444445,0.023148193372768824,0.008169934507027214,5,216
0.2,0.02369672873475219,0.008169934507027214,5,211
0.20555555555555557,0.024154636514268767,0.008169934507027214,5,207
0.2111111111111111,0.02500004874999756,0.008169934507027214,5,200
0.21666666666666667,0.025641075608149967,0.008169934507027214,5,195
0.22222222222222224,0.02577324609416257,0.008169934507027214,5,194
0.22777777777777777,0.026178061456645994,0.008169934507027214,5,191
0.23333333333333334,0.0265957964576704,0.008169934507027214,5,188
0.2388888888888889,0.027472580908099946,0.008169934507027214,5,182
0.24444444444444446,0.028248642471828105,0.008169934507027214,5,177
0.25,0.02857148408162948,0.008169934507027214,5,175
0.2555555555555556,0.028901790236890736,0.008169934507027214,5,173
0.2611111111111111,0.029239822851472346,0.008169934507027214,5,171
0.26666666666666666,0.029761962514168894,0.008169934507027214,5,168
0.27222222222222225,0.02994017784789354,0.008169934507027214,5,167
0.2777777777777778,0.0246914182289248,0.006535947605621772,4,162
0.2833333333333333,0.02500006093749619,0.006535947605621772,4,160
0.2888888888888889,0.025316517385030542,0.006535947605621772,4,158
0.29444444444444445,0.02631585353185174,0.006535947605621772,4,152
0.3,0.027027092768439676,0.006535947605621772,4,148
0.3055555555555556,0.02758627395956731,0.006535947605621772,4,145
0.3111111111111111,0.02758627395956731,0.006535947605621772,4,145
0.31666666666666665,0.028169082523304044,0.006535947605621772,4,142
0.32222222222222224,0.028571497959178713,0.006535947605621772,4,140
0.3277777777777778,0.029197151153492612,0.006535947605621772,4,137
0.33333333333333337,0.029629701508910995,0.006535947605621772,4,135
0.3388888888888889,0.02985081866784935,0.006535947605621772,4,134
0.34444444444444444,0.030534425150043877,0.006535947605621772,4,131
0.35000000000000003,0.031007827053656813,0.006535947605621772,4,129
0.35555555555555557,0.031496139252272494,0.006535947605621772,4,127
0.3611111111111111,0.0320000774399938,0.006535947605621772,4,125
0.3666666666666667,0.03278696452565864,0.006535947605621772,4,122
0.37222222222222223,0.03333341388888217,0.006535947605621772,4,120
0.37777777777777777,0.03333341388888217,0.006535947605621772,4,120
0.38333333333333336,0.03448284185492742,0.006535947605621772,4,116
0.3888888888888889,0.026087041209822505,0.004901960704216329,3,115
0.3944444444444445,0.02702711468224192,0.004901960704216329,3,111
0.4,0.02702711468224192,0.004901960704216329,3,111
0.40555555555555556,0.027777867798345575,0.004901960704216329,3,108
0.41111111111111115,0.027777867798345575,0.004901960704216329,3,108
0.4166666666666667,0.028571521088426564,0.004901960704216329,3,105
0.4222222222222222,0.028846247226322383,0.004901960704216329,3,104
0.4277777777777778,0.030303128252209266,0.004901960704216329,3,99
0.43333333333333335,0.03157904930746849,0.004901960704216329,3,95
0.4388888888888889,0.032608800803391215,0.004901960704216329,3,92
0.4444444444444445,0.032967139234380306,0.004901960704216329,3,91
0.45,0.033333440740728804,0.004901960704216329,3,90
0.45555555555555555,0.033707973740677105,0.004901960704216329,3,89
0.46111111111111114,0.033707973740677105,0.004901960704216329,3,89
0.4666666666666667,0.033707973740677105,0.004901960704216329,3,89
0.47222222222222227,0.033707973740677105,0.004901960704216329,3,89
0.4777777777777778,0.033707973740677105,0.004901960704216329,3,89
0.48333333333333334,0.033707973740677105,0.004901960704216329,3,89
0.48888888888888893,0.033707973740677105,0.004901960704216329,3,89
0.49444444444444446,0.033707973740677105,0.004901960704216329,3,89
0.5,0.033707973740677105,0.004901960704216329,3,89
